hotel,lead_time,children,country,category
City Hotel,164,0.0,GBR,long
City Hotel,30,0.0,PRT,short
Resort Hotel,12,0.0,PRT,short
City Hotel,17,0.0,PRT,short
City Hotel,9,0.0,FRA,short
City Hotel,0,0.0,PRT,short
City Hotel,2,0.0,BRA,short
City Hotel,83,1.0,FRA,long
City Hotel,221,0.0,GBR,long
City Hotel,8,0.0,USA,short
City Hotel,313,0.0,PRT,long
City Hotel,48,0.0,ITA,short
City Hotel,7,0.0,POL,short
City Hotel,47,0.0,IND,short
City Hotel,0,0.0,ESP,short
Resort Hotel,24,0.0,USA,short
Resort Hotel,0,0.0,PRT,short
City Hotel,12,0.0,USA,short
City Hotel,243,2.0,DEU,long
Resort Hotel,4,0.0,ESP,short
City Hotel,76,0.0,PRT,long
Resort Hotel,30,0.0,GBR,short
City Hotel,85,0.0,PRT,long
City Hotel,0,0.0,PRT,short
City Hotel,265,0.0,DEU,long
City Hotel,5,0.0,PRT,short
City Hotel,138,0.0,BRA,long
City Hotel,21,0.0,CHE,short
Resort Hotel,5,0.0,USA,short
City Hotel,15,0.0,USA,short
City Hotel,15,0.0,BRA,short
Resort Hotel,108,0.0,PRT,long
City Hotel,136,0.0,PRT,long
City Hotel,25,0.0,FRA,short
Resort Hotel,118,0.0,GBR,long
City Hotel,412,0.0,PRT,long
City Hotel,316,0.0,PRT,long
City Hotel,95,0.0,GBR,long
City Hotel,158,0.0,BEL,long
City Hotel,134,0.0,DEU,long
City Hotel,109,0.0,FRA,long
City Hotel,74,0.0,SWE,long
City Hotel,147,0.0,ESP,long
City Hotel,104,0.0,PRT,long
City Hotel,36,0.0,USA,short
Resort Hotel,184,0.0,AUT,long
Resort Hotel,86,0.0,PRT,long
City Hotel,192,0.0,SRB,long
Resort Hotel,182,0.0,PRT,long
City Hotel,171,1.0,ITA,long
City Hotel,122,0.0,ESP,long
Resort Hotel,203,0.0,PRT,long
City Hotel,10,0.0,ITA,short
City Hotel,11,0.0,PRT,short
City Hotel,179,1.0,FRA,long
Resort Hotel,189,0.0,GBR,long
City Hotel,28,0.0,PRT,short
City Hotel,0,0.0,PRT,short
City Hotel,74,0.0,ISR,long
City Hotel,161,0.0,GBR,long
Resort Hotel,8,0.0,ITA,short
Resort Hotel,30,0.0,PRT,short
City Hotel,41,0.0,BRA,short
City Hotel,216,0.0,GBR,long
City Hotel,1,0.0,ESP,short
Resort Hotel,29,0.0,IRL,short
Resort Hotel,20,0.0,PRT,short
City Hotel,43,0.0,ESP,short
Resort Hotel,59,0.0,PRT,long
City Hotel,31,1.0,BRA,short
City Hotel,212,0.0,PRT,long
Resort Hotel,11,0.0,PRT,short
City Hotel,92,1.0,BRA,long
Resort Hotel,7,0.0,ESP,short
City Hotel,350,0.0,PRT,long
City Hotel,140,0.0,PRT,long
City Hotel,365,0.0,PRT,long
City Hotel,0,1.0,PRT,short
Resort Hotel,0,0.0,ESP,short
Resort Hotel,10,0.0,PRT,short
City Hotel,116,0.0,PRT,long
Resort Hotel,55,0.0,LUX,long
City Hotel,8,0.0,PRT,short
Resort Hotel,62,0.0,AUS,long
City Hotel,1,0.0,USA,short
City Hotel,67,0.0,DEU,long
City Hotel,18,0.0,GBR,short
City Hotel,1,0.0,PRT,short
City Hotel,88,0.0,PRT,long
Resort Hotel,12,0.0,ESP,short
City Hotel,92,0.0,GBR,long
Resort Hotel,220,0.0,CHE,long
City Hotel,50,0.0,IRL,short
Resort Hotel,1,0.0,GBR,short
Resort Hotel,462,0.0,PRT,long
City Hotel,207,0.0,ESP,long
Resort Hotel,21,0.0,CHE,short
Resort Hotel,228,0.0,PRT,long
Resort Hotel,24,2.0,PRT,short
City Hotel,62,0.0,PRT,long
Resort Hotel,32,0.0,ALB,short
City Hotel,43,0.0,GBR,short
City Hotel,34,0.0,PRT,short
City Hotel,22,0.0,AGO,short
City Hotel,88,0.0,PRT,long
City Hotel,117,0.0,POL,long
City Hotel,429,0.0,FRA,long
City Hotel,336,0.0,PRT,long
City Hotel,101,0.0,PRT,long
Resort Hotel,88,1.0,DEU,long
City Hotel,11,0.0,PRT,short
Resort Hotel,139,0.0,PRT,long
City Hotel,50,0.0,AGO,short
City Hotel,40,0.0,FRA,short
City Hotel,123,0.0,FRA,long
Resort Hotel,6,0.0,PRT,short
Resort Hotel,1,0.0,PRT,short
City Hotel,263,0.0,PRT,long
City Hotel,14,0.0,TGO,short
City Hotel,33,0.0,USA,short
City Hotel,18,0.0,PRT,short
Resort Hotel,48,0.0,FRA,short
City Hotel,220,0.0,PRT,long
City Hotel,24,0.0,ITA,short
City Hotel,102,0.0,PRT,long
City Hotel,75,0.0,ITA,long
Resort Hotel,67,0.0,PRT,long
City Hotel,292,0.0,DEU,long
City Hotel,105,0.0,ESP,long
Resort Hotel,0,0.0,PRT,short
City Hotel,24,0.0,FRA,short
City Hotel,80,0.0,ESP,long
City Hotel,267,0.0,PRT,long
City Hotel,193,0.0,PRT,long
City Hotel,304,0.0,PRT,long
City Hotel,99,0.0,DEU,long
Resort Hotel,1,0.0,PRT,short
City Hotel,75,0.0,DEU,long
Resort Hotel,136,0.0,ESP,long
City Hotel,41,0.0,ITA,short
City Hotel,31,0.0,GBR,short
City Hotel,148,0.0,PRT,long
City Hotel,164,0.0,FRA,long
City Hotel,98,0.0,GBR,long
City Hotel,12,0.0,PRT,short
Resort Hotel,34,0.0,DEU,short
City Hotel,26,0.0,MAR,short
City Hotel,170,0.0,RUS,long
City Hotel,184,0.0,CHE,long
City Hotel,211,0.0,NOR,long
City Hotel,4,2.0,PRT,short
Resort Hotel,255,0.0,ESP,long
Resort Hotel,247,0.0,GBR,long
Resort Hotel,3,0.0,PRT,short
City Hotel,137,0.0,PRT,long
City Hotel,22,2.0,CHE,short
Resort Hotel,6,0.0,PRT,short
Resort Hotel,0,0.0,PRT,short
City Hotel,24,0.0,BRA,short
City Hotel,162,0.0,PRT,long
City Hotel,4,0.0,ESP,short
City Hotel,68,0.0,GBR,long
Resort Hotel,19,0.0,DEU,short
Resort Hotel,339,0.0,DEU,long
City Hotel,117,0.0,PRT,long
City Hotel,377,0.0,DEU,long
Resort Hotel,201,0.0,AUT,long
City Hotel,81,0.0,FIN,long
City Hotel,99,0.0,PRT,long
City Hotel,178,0.0,PRT,long
Resort Hotel,200,2.0,PRT,long
Resort Hotel,22,0.0,GBR,short
City Hotel,468,0.0,PRT,long
Resort Hotel,244,0.0,PRT,long
City Hotel,44,1.0,ESP,short
City Hotel,214,0.0,GBR,long
Resort Hotel,82,0.0,ESP,long
City Hotel,0,0.0,PRT,short
Resort Hotel,95,0.0,IRL,long
City Hotel,78,0.0,GBR,long
Resort Hotel,96,1.0,PRT,long
Resort Hotel,27,0.0,BRA,short
Resort Hotel,179,0.0,GBR,long
City Hotel,260,0.0,ESP,long
City Hotel,0,0.0,FRA,short
City Hotel,34,0.0,ESP,short
Resort Hotel,53,0.0,ITA,long
Resort Hotel,261,0.0,PRT,long
Resort Hotel,0,0.0,PRT,short
City Hotel,0,0.0,ITA,short
Resort Hotel,37,0.0,ESP,short
City Hotel,43,0.0,PRT,short
City Hotel,13,0.0,NLD,short
City Hotel,14,0.0,GBR,short
Resort Hotel,272,0.0,GBR,long
Resort Hotel,170,0.0,PRT,long
City Hotel,33,0.0,PRT,short
Resort Hotel,50,0.0,ESP,short
Resort Hotel,2,0.0,PRT,short
Resort Hotel,152,0.0,GBR,long
Resort Hotel,5,0.0,ESP,short
City Hotel,19,0.0,FRA,short
City Hotel,56,0.0,DEU,long
Resort Hotel,166,0.0,IRL,long
City Hotel,65,0.0,ITA,long
Resort Hotel,11,0.0,PRT,short
Resort Hotel,77,0.0,GBR,long
City Hotel,121,0.0,GBR,long
City Hotel,3,0.0,FRA,short
City Hotel,9,0.0,USA,short
Resort Hotel,173,0.0,GBR,long
Resort Hotel,179,0.0,CN,long
City Hotel,518,0.0,GBR,long
City Hotel,135,0.0,PRT,long
City Hotel,7,0.0,FRA,short
City Hotel,18,0.0,PRT,short
Resort Hotel,2,0.0,,short
Resort Hotel,146,0.0,DEU,long
City Hotel,53,0.0,FIN,long
City Hotel,175,0.0,PRT,long
Resort Hotel,236,0.0,GBR,long
Resort Hotel,99,2.0,ITA,long
City Hotel,141,0.0,PRT,long
Resort Hotel,150,0.0,BEL,long
City Hotel,99,0.0,FRA,long
City Hotel,122,0.0,GBR,long
City Hotel,41,0.0,FRA,short
City Hotel,12,0.0,FRA,short
Resort Hotel,238,0.0,PRT,long
Resort Hotel,10,0.0,PRT,short
City Hotel,11,0.0,PRT,short
Resort Hotel,0,0.0,PRT,short
City Hotel,395,0.0,PRT,long
Resort Hotel,111,0.0,PRT,long
Resort Hotel,32,0.0,GBR,short
Resort Hotel,22,0.0,PRT,short
Resort Hotel,0,0.0,PRT,short
Resort Hotel,83,0.0,PRT,long
City Hotel,1,0.0,GBR,short
Resort Hotel,209,0.0,PRT,long
Resort Hotel,306,0.0,ITA,long
City Hotel,386,0.0,DEU,long
Resort Hotel,213,0.0,DEU,long
City Hotel,53,0.0,PRT,long
City Hotel,233,0.0,GBR,long
City Hotel,12,0.0,AGO,short
City Hotel,78,0.0,GBR,long
Resort Hotel,20,0.0,PRT,short
City Hotel,42,0.0,DEU,short
City Hotel,21,0.0,HUN,short
City Hotel,5,1.0,PRT,short
City Hotel,344,0.0,PRT,long
City Hotel,8,0.0,ESP,short
City Hotel,1,0.0,USA,short
City Hotel,42,0.0,FRA,short
City Hotel,43,0.0,GBR,short
City Hotel,33,0.0,FRA,short
City Hotel,59,0.0,FRA,long
City Hotel,70,0.0,FRA,long
City Hotel,12,0.0,NLD,short
Resort Hotel,0,0.0,GBR,short
Resort Hotel,66,0.0,PRT,long
City Hotel,622,0.0,PRT,long
City Hotel,0,0.0,PRT,short
City Hotel,295,0.0,PRT,long
Resort Hotel,35,0.0,PRT,short
Resort Hotel,176,0.0,CHE,long
Resort Hotel,280,0.0,IRL,long
Resort Hotel,112,0.0,PRT,long
City Hotel,164,0.0,PRT,long
City Hotel,59,0.0,ITA,long
City Hotel,77,0.0,NLD,long
Resort Hotel,151,0.0,BRA,long
Resort Hotel,32,0.0,PRT,short
City Hotel,28,0.0,AUT,short
Resort Hotel,6,0.0,PRT,short
City Hotel,16,0.0,ITA,short
City Hotel,178,0.0,PRT,long
City Hotel,109,0.0,PRT,long
Resort Hotel,62,0.0,RUS,long
Resort Hotel,0,0.0,DEU,short
City Hotel,247,0.0,DEU,long
City Hotel,7,0.0,ESP,short
City Hotel,227,0.0,CHE,long
City Hotel,50,0.0,PRT,short
City Hotel,99,0.0,PRT,long
Resort Hotel,304,0.0,PRT,long
City Hotel,118,0.0,IRL,long
Resort Hotel,295,0.0,PRT,long
City Hotel,6,0.0,CHN,short
City Hotel,230,0.0,PRT,long
Resort Hotel,24,0.0,FRA,short
City Hotel,365,0.0,PRT,long
Resort Hotel,108,0.0,PRT,long
Resort Hotel,24,0.0,GBR,short
City Hotel,325,0.0,PRT,long
City Hotel,454,0.0,PRT,long
Resort Hotel,118,0.0,PRT,long
City Hotel,164,0.0,PRT,long
City Hotel,48,0.0,PRT,short
Resort Hotel,7,0.0,PRT,short
City Hotel,78,0.0,GBR,long
City Hotel,35,0.0,BEL,short
Resort Hotel,0,0.0,PRT,short
City Hotel,1,0.0,ECU,short
City Hotel,147,0.0,PRT,long
City Hotel,4,0.0,FRA,short
City Hotel,69,0.0,PRT,long
Resort Hotel,146,0.0,GBR,long
City Hotel,423,0.0,DEU,long
City Hotel,305,0.0,PRT,long
City Hotel,4,0.0,FRA,short
Resort Hotel,145,0.0,CN,long
Resort Hotel,67,0.0,PRT,long
City Hotel,156,0.0,PRT,long
City Hotel,58,0.0,PRT,long
City Hotel,20,0.0,ESP,short
City Hotel,6,1.0,PRT,short
City Hotel,0,0.0,MAR,short
City Hotel,53,0.0,PRT,long
City Hotel,257,0.0,ITA,long
Resort Hotel,0,0.0,PRT,short
City Hotel,164,0.0,PRT,long
City Hotel,117,0.0,GBR,long
City Hotel,53,0.0,PRT,long
City Hotel,52,1.0,SWE,long
Resort Hotel,148,0.0,GBR,long
Resort Hotel,115,0.0,IRL,long
Resort Hotel,59,0.0,DEU,long
City Hotel,8,0.0,PRT,short
City Hotel,192,0.0,PRT,long
City Hotel,82,0.0,GRC,long
Resort Hotel,169,0.0,PRT,long
City Hotel,167,0.0,USA,long
City Hotel,135,0.0,ITA,long
Resort Hotel,13,0.0,PRT,short
City Hotel,140,2.0,BRA,long
Resort Hotel,6,0.0,PRT,short
City Hotel,29,0.0,FRA,short
Resort Hotel,27,0.0,FRA,short
City Hotel,93,0.0,PRT,long
City Hotel,134,0.0,PRT,long
Resort Hotel,4,0.0,PRT,short
City Hotel,188,0.0,PRT,long
Resort Hotel,40,0.0,PRT,short
Resort Hotel,393,0.0,PRT,long
Resort Hotel,0,0.0,PRT,short
Resort Hotel,14,0.0,PRT,short
City Hotel,330,0.0,PRT,long
City Hotel,0,0.0,FIN,short
City Hotel,198,2.0,DEU,long
City Hotel,135,0.0,ESP,long
Resort Hotel,87,0.0,,long
City Hotel,71,0.0,PRT,long
City Hotel,359,0.0,DEU,long
City Hotel,47,0.0,FRA,short
City Hotel,90,0.0,FRA,long
City Hotel,29,0.0,IRL,short
City Hotel,4,0.0,KOR,short
Resort Hotel,22,0.0,ESP,short
City Hotel,6,0.0,GBR,short
Resort Hotel,71,0.0,GBR,long
City Hotel,16,0.0,TUR,short
Resort Hotel,1,0.0,SWE,short
City Hotel,0,0.0,FIN,short
Resort Hotel,19,0.0,AUT,short
City Hotel,59,0.0,AUT,long
City Hotel,270,0.0,ITA,long
Resort Hotel,0,0.0,FIN,short
City Hotel,65,0.0,FRA,long
City Hotel,233,2.0,GBR,long
City Hotel,115,0.0,SWE,long
City Hotel,72,0.0,PRT,long
Resort Hotel,4,0.0,ESP,short
Resort Hotel,181,0.0,PRT,long
City Hotel,50,0.0,PRT,short
City Hotel,215,0.0,TUR,long
City Hotel,23,0.0,ITA,short
City Hotel,66,0.0,NLD,long
City Hotel,28,0.0,PRT,short
City Hotel,62,0.0,CHE,long
City Hotel,121,1.0,USA,long
City Hotel,158,0.0,PRT,long
Resort Hotel,0,0.0,PRT,short
City Hotel,97,0.0,PRT,long
City Hotel,240,0.0,PRT,long
Resort Hotel,2,1.0,FRA,short
City Hotel,251,0.0,DEU,long
City Hotel,52,1.0,PRT,long
Resort Hotel,179,0.0,GBR,long
Resort Hotel,278,0.0,GBR,long
Resort Hotel,7,0.0,ESP,short
City Hotel,123,0.0,CHN,long
City Hotel,166,0.0,PRT,long
City Hotel,1,0.0,ARE,short
City Hotel,219,0.0,PRT,long
City Hotel,316,0.0,AUT,long
City Hotel,134,0.0,PRT,long
City Hotel,4,0.0,DZA,short
City Hotel,468,0.0,PRT,long
City Hotel,3,0.0,FRA,short
Resort Hotel,0,0.0,PRT,short
City Hotel,19,0.0,PRT,short
City Hotel,6,0.0,PRT,short
Resort Hotel,59,1.0,PRT,long
Resort Hotel,1,0.0,PRT,short
City Hotel,6,0.0,FRA,short
Resort Hotel,17,0.0,ESP,short
City Hotel,10,0.0,CHN,short
City Hotel,42,0.0,PRT,short
City Hotel,105,0.0,PRT,long
Resort Hotel,1,0.0,PRT,short
City Hotel,258,0.0,PRT,long
City Hotel,8,0.0,ITA,short
Resort Hotel,148,0.0,PRT,long
City Hotel,69,0.0,PRT,long
Resort Hotel,56,0.0,GBR,long
Resort Hotel,103,0.0,FRA,long
City Hotel,8,0.0,TUR,short
City Hotel,96,0.0,FRA,long
City Hotel,150,0.0,PRT,long
City Hotel,6,0.0,ESP,short
City Hotel,189,0.0,FRA,long
City Hotel,79,0.0,PRT,long
City Hotel,5,0.0,PRT,short
City Hotel,38,0.0,DEU,short
Resort Hotel,1,0.0,GBR,short
City Hotel,28,1.0,JPN,short
City Hotel,78,0.0,GBR,long
City Hotel,233,0.0,PRT,long
City Hotel,9,0.0,HRV,short
City Hotel,172,0.0,GBR,long
Resort Hotel,70,0.0,PRT,long
Resort Hotel,228,0.0,RUS,long
Resort Hotel,29,0.0,PRT,short
City Hotel,178,0.0,PRT,long
City Hotel,0,0.0,IND,short
City Hotel,10,0.0,ESP,short
City Hotel,210,0.0,FRA,long
City Hotel,151,0.0,GBR,long
City Hotel,395,0.0,PRT,long
City Hotel,129,0.0,PRT,long
City Hotel,97,0.0,FRA,long
Resort Hotel,112,0.0,PRT,long
City Hotel,386,0.0,DEU,long
Resort Hotel,223,0.0,GBR,long
City Hotel,48,0.0,PRT,short
City Hotel,51,2.0,IRN,long
City Hotel,451,0.0,PRT,long
City Hotel,7,0.0,PRT,short
City Hotel,49,0.0,ESP,short
Resort Hotel,38,0.0,ESP,short
Resort Hotel,5,0.0,PRT,short
City Hotel,314,0.0,PRT,long
City Hotel,126,0.0,PRT,long
City Hotel,24,0.0,DEU,short
City Hotel,229,2.0,FRA,long
City Hotel,0,0.0,PRT,short
City Hotel,178,0.0,PRT,long
City Hotel,37,0.0,USA,short
Resort Hotel,214,0.0,GBR,long
City Hotel,279,0.0,PRT,long
City Hotel,48,0.0,USA,short
City Hotel,72,0.0,NLD,long
City Hotel,17,0.0,PRT,short
City Hotel,203,0.0,NLD,long
City Hotel,129,0.0,PRT,long
Resort Hotel,193,0.0,PRT,long
Resort Hotel,7,0.0,CHN,short
Resort Hotel,155,0.0,PRT,long
City Hotel,97,0.0,PRT,long
Resort Hotel,39,0.0,GBR,short
City Hotel,109,0.0,GBR,long
City Hotel,62,0.0,POL,long
City Hotel,293,0.0,PRT,long
City Hotel,0,0.0,CHN,short
Resort Hotel,236,1.0,GBR,long
Resort Hotel,123,0.0,ESP,long
City Hotel,179,0.0,ESP,long
City Hotel,178,0.0,PRT,long
City Hotel,96,0.0,FRA,long
City Hotel,56,0.0,GRC,long
City Hotel,138,0.0,AUT,long
Resort Hotel,383,0.0,PRT,long
City Hotel,146,0.0,PRT,long
City Hotel,112,0.0,PRT,long
City Hotel,102,0.0,PRT,long
Resort Hotel,169,0.0,BEL,long
City Hotel,127,0.0,ESP,long
City Hotel,85,0.0,EGY,long
City Hotel,188,0.0,PRT,long
City Hotel,2,0.0,PRT,short
City Hotel,28,0.0,PRT,short
City Hotel,128,0.0,NLD,long
City Hotel,279,0.0,PRT,long
Resort Hotel,145,2.0,CN,long
City Hotel,30,0.0,BRA,short
Resort Hotel,260,0.0,PRT,long
City Hotel,195,0.0,GBR,long
City Hotel,44,0.0,DEU,short
City Hotel,2,0.0,PRT,short
Resort Hotel,23,0.0,ESP,short
City Hotel,67,0.0,GBR,long
City Hotel,328,0.0,BRA,long
Resort Hotel,161,0.0,PRT,long
City Hotel,75,0.0,CHN,long
Resort Hotel,3,0.0,PRT,short
Resort Hotel,0,0.0,ESP,short
Resort Hotel,270,0.0,BRA,long
Resort Hotel,2,0.0,POL,short
Resort Hotel,143,0.0,PRT,long
City Hotel,183,0.0,FRA,long
City Hotel,56,0.0,NLD,long
Resort Hotel,62,1.0,GBR,long
Resort Hotel,44,0.0,PRT,short
Resort Hotel,201,0.0,PRT,long
Resort Hotel,150,0.0,PRT,long
City Hotel,56,0.0,PRT,long
Resort Hotel,154,0.0,CN,long
City Hotel,166,0.0,FRA,long
City Hotel,65,0.0,ITA,long
Resort Hotel,163,0.0,GBR,long
Resort Hotel,185,0.0,PRT,long
City Hotel,53,0.0,PRT,long
City Hotel,288,0.0,PRT,long
City Hotel,323,1.0,ITA,long
City Hotel,31,0.0,FRA,short
Resort Hotel,148,0.0,PRT,long
Resort Hotel,23,0.0,ESP,short
City Hotel,6,0.0,AGO,short
City Hotel,215,0.0,ITA,long
City Hotel,61,0.0,FRA,long
City Hotel,34,0.0,PRT,short
City Hotel,108,0.0,PRT,long
City Hotel,50,0.0,PRT,short
City Hotel,144,0.0,FRA,long
Resort Hotel,1,0.0,PRT,short
City Hotel,74,0.0,ARG,long
City Hotel,451,0.0,PRT,long
City Hotel,132,0.0,PRT,long
City Hotel,7,0.0,FRA,short
City Hotel,46,0.0,FRA,short
City Hotel,33,0.0,IRL,short
City Hotel,323,0.0,PRT,long
Resort Hotel,56,1.0,AUS,long
City Hotel,4,0.0,FRA,short
City Hotel,301,0.0,PRT,long
Resort Hotel,218,0.0,PRT,long
City Hotel,138,0.0,ESP,long
Resort Hotel,248,0.0,NLD,long
Resort Hotel,165,0.0,PRT,long
Resort Hotel,1,0.0,ESP,short
City Hotel,67,0.0,PRT,long
City Hotel,476,0.0,GBR,long
City Hotel,0,0.0,PRT,short
Resort Hotel,0,0.0,,short
City Hotel,7,0.0,PRT,short
Resort Hotel,0,0.0,PRT,short
City Hotel,1,0.0,PRT,short
Resort Hotel,179,1.0,PRT,long
City Hotel,386,0.0,PRT,long
City Hotel,566,0.0,PRT,long
Resort Hotel,31,1.0,ESP,short
City Hotel,211,0.0,PRT,long
City Hotel,23,0.0,PRT,short
City Hotel,178,1.0,GBR,long
City Hotel,251,0.0,DEU,long
Resort Hotel,43,0.0,PRT,short
City Hotel,265,0.0,AUT,long
City Hotel,66,0.0,PRT,long
City Hotel,97,0.0,PRT,long
City Hotel,186,0.0,PRT,long
Resort Hotel,0,0.0,PRT,short
Resort Hotel,223,0.0,GBR,long
City Hotel,13,0.0,FRA,short
City Hotel,49,0.0,SWE,short
City Hotel,9,0.0,ESP,short
City Hotel,231,0.0,PRT,long
City Hotel,56,0.0,PRT,long
Resort Hotel,289,0.0,GBR,long
City Hotel,115,0.0,FRA,long
City Hotel,0,0.0,PRT,short
City Hotel,89,0.0,ESP,long
Resort Hotel,57,0.0,DEU,long
Resort Hotel,66,0.0,ESP,long
City Hotel,115,0.0,PRT,long
City Hotel,66,0.0,PRT,long
Resort Hotel,19,0.0,AUT,short
City Hotel,86,0.0,NLD,long
City Hotel,151,0.0,SRB,long
City Hotel,13,0.0,BEL,short
City Hotel,54,0.0,FRA,long
Resort Hotel,6,0.0,PRT,short
City Hotel,0,0.0,PRT,short
City Hotel,316,0.0,DEU,long
Resort Hotel,239,0.0,FRA,long
Resort Hotel,27,0.0,BEL,short
City Hotel,140,0.0,PRT,long
Resort Hotel,6,0.0,PRT,short
Resort Hotel,212,0.0,PRT,long
City Hotel,211,0.0,ITA,long
Resort Hotel,15,0.0,BEL,short
Resort Hotel,0,0.0,PRT,short
City Hotel,1,0.0,PRT,short
City Hotel,364,0.0,PRT,long
City Hotel,181,0.0,ITA,long
Resort Hotel,245,0.0,AUT,long
Resort Hotel,345,0.0,RUS,long
City Hotel,206,0.0,NLD,long
Resort Hotel,23,0.0,IRL,short
City Hotel,104,0.0,ESP,long
Resort Hotel,90,0.0,PRT,long
City Hotel,156,0.0,SWE,long
City Hotel,57,0.0,SGP,long
City Hotel,96,0.0,PRT,long
City Hotel,1,0.0,PRT,short
City Hotel,395,0.0,GBR,long
City Hotel,300,0.0,PRT,long
Resort Hotel,162,0.0,PRT,long
City Hotel,14,0.0,FRA,short
Resort Hotel,88,0.0,PRT,long
City Hotel,405,0.0,DEU,long
Resort Hotel,221,0.0,PRT,long
Resort Hotel,9,0.0,PRT,short
City Hotel,265,0.0,GBR,long
City Hotel,136,0.0,FRA,long
City Hotel,3,0.0,FIN,short
City Hotel,37,0.0,PRT,short
Resort Hotel,85,0.0,PRT,long
City Hotel,457,0.0,PRT,long
City Hotel,0,0.0,PRT,short
Resort Hotel,1,0.0,PRT,short
Resort Hotel,160,0.0,PRT,long
City Hotel,36,0.0,CHN,short
Resort Hotel,223,0.0,PRT,long
City Hotel,46,0.0,POL,short
City Hotel,82,0.0,NLD,long
Resort Hotel,1,0.0,PRT,short
City Hotel,143,0.0,PRT,long
Resort Hotel,214,0.0,ESP,long
City Hotel,59,0.0,PRT,long
City Hotel,46,1.0,PRT,short
Resort Hotel,126,0.0,GBR,long
City Hotel,0,0.0,PRT,short
City Hotel,346,0.0,PRT,long
City Hotel,443,0.0,PRT,long
City Hotel,0,0.0,GBR,short
City Hotel,111,0.0,USA,long
City Hotel,14,0.0,FRA,short
Resort Hotel,7,0.0,GBR,short
City Hotel,437,0.0,PRT,long
Resort Hotel,4,0.0,IRL,short
City Hotel,16,0.0,DEU,short
City Hotel,308,0.0,GBR,long
City Hotel,28,0.0,PRT,short
Resort Hotel,10,0.0,ESP,short
City Hotel,239,0.0,DEU,long
Resort Hotel,8,0.0,IRL,short
City Hotel,367,0.0,PRT,long
Resort Hotel,2,0.0,ESP,short
City Hotel,69,0.0,PRT,long
City Hotel,4,0.0,PRT,short
Resort Hotel,129,0.0,ESP,long
City Hotel,38,0.0,ESP,short
Resort Hotel,11,0.0,PRT,short
City Hotel,140,0.0,PRT,long
City Hotel,302,0.0,PRT,long
City Hotel,8,0.0,PRT,short
City Hotel,33,0.0,PRT,short
City Hotel,9,0.0,PRT,short
City Hotel,149,0.0,PRT,long
City Hotel,4,0.0,IRL,short
City Hotel,300,0.0,PRT,long
Resort Hotel,68,0.0,CHE,long
Resort Hotel,1,0.0,PRT,short
City Hotel,332,0.0,DEU,long
City Hotel,51,3.0,MEX,long
Resort Hotel,35,0.0,ESP,short
Resort Hotel,3,0.0,ESP,short
City Hotel,19,0.0,BEL,short
Resort Hotel,18,0.0,PRT,short
Resort Hotel,99,0.0,GBR,long
City Hotel,66,2.0,RUS,long
City Hotel,2,0.0,PRT,short
Resort Hotel,149,0.0,DEU,long
City Hotel,60,0.0,MCO,long
Resort Hotel,203,0.0,AUT,long
City Hotel,28,0.0,GBR,short
Resort Hotel,171,0.0,DEU,long
City Hotel,11,0.0,PRT,short
Resort Hotel,2,0.0,,short
City Hotel,330,0.0,PRT,long
City Hotel,46,0.0,ESP,short
City Hotel,57,0.0,PRT,long
City Hotel,11,0.0,PRT,short
Resort Hotel,198,0.0,IRL,long
Resort Hotel,16,0.0,ESP,short
City Hotel,5,0.0,PRT,short
City Hotel,266,0.0,ESP,long
Resort Hotel,6,0.0,PRT,short
City Hotel,230,0.0,NLD,long
Resort Hotel,338,2.0,IRL,long
City Hotel,29,1.0,ESP,short
City Hotel,0,0.0,ROU,short
Resort Hotel,239,0.0,FRA,long
Resort Hotel,115,0.0,BRA,long
City Hotel,211,0.0,GBR,long
City Hotel,11,0.0,FRA,short
Resort Hotel,0,0.0,PRT,short
Resort Hotel,103,0.0,PRT,long
City Hotel,169,0.0,PRT,long
City Hotel,31,0.0,PRT,short
City Hotel,45,0.0,RUS,short
City Hotel,175,0.0,PRT,long
City Hotel,117,0.0,IRL,long
Resort Hotel,70,0.0,PRT,long
Resort Hotel,161,0.0,IRL,long
City Hotel,265,0.0,DEU,long
Resort Hotel,218,0.0,PRT,long
City Hotel,241,0.0,DEU,long
City Hotel,89,0.0,FRA,long
City Hotel,9,0.0,PRT,short
Resort Hotel,4,2.0,NOR,short
Resort Hotel,136,0.0,CN,long
City Hotel,30,0.0,PRT,short
Resort Hotel,16,0.0,ITA,short
Resort Hotel,6,0.0,PRT,short
Resort Hotel,5,0.0,PRT,short
City Hotel,300,0.0,PRT,long
Resort Hotel,232,0.0,PRT,long
Resort Hotel,50,0.0,USA,short
City Hotel,126,0.0,FRA,long
City Hotel,124,0.0,CHE,long
Resort Hotel,29,0.0,ESP,short
City Hotel,156,1.0,FRA,long
Resort Hotel,148,0.0,ESP,long
Resort Hotel,122,0.0,ESP,long
Resort Hotel,4,0.0,PRT,short
City Hotel,104,0.0,DEU,long
Resort Hotel,32,0.0,FRA,short
City Hotel,47,0.0,FRA,short
City Hotel,136,0.0,BRA,long
City Hotel,36,0.0,PRT,short
City Hotel,113,0.0,NLD,long
City Hotel,161,0.0,PRT,long
Resort Hotel,132,0.0,PRT,long
City Hotel,30,0.0,ESP,short
City Hotel,10,0.0,PRT,short
City Hotel,154,0.0,FIN,long
City Hotel,69,0.0,PRT,long
